TIMESTAMP;TAMB;TGND;ALPHA;BETA;EB;ED
1520067600;-7.3;2.9;141.9;23.4;682.9;82.8
1520071200;-6.3;2.9;157.6;28.0;739.8;92.7
1520074800;-4.9;2.9;174.5;30.2;762.7;97.1
1520078400;-3.8;2.9;191.7;29.7;758.0;96.2
1520082000;-2.9;2.9;208.2;26.6;724.3;90.0
1520085600;-2.8;2.9;223.4;21.3;651.9;78.0
1520089200;-2.7;2.9;237.2;14.3;514.6;59.0
1520092800;-2.7;2.9;249.9;6.1;245.1;30.5
1520096400;-3.4;2.9;261.9;-2.7;0.0;0.0
1520100000;-3.8;2.9;273.8;-11.8;0.0;0.0
1520103600;-4.3;2.9;286.2;-20.7;0.0;0.0
1520107200;-4.8;2.9;299.8;-29.1;0.0;0.0
1520110800;-5.2;2.9;315.3;-36.3;0.0;0.0
1520114400;-5.8;2.9;333.3;-41.6;0.0;0.0
1520118000;-6.0;2.8;353.4;-44.2;0.0;0.0
1520121600;-6.2;2.8;14.1;-43.6;0.0;0.0
1520125200;-6.9;2.8;33.5;-39.9;0.0;0.0
1520128800;-7.0;2.8;50.5;-33.8;0.0;0.0
1520132400;-7.3;2.8;65.2;-26.1;0.0;0.0
1520136000;-7.6;2.8;78.3;-17.4;0.0;0.0
1520139600;-7.9;2.8;90.4;-8.3;0.0;0.0
1520143200;-8.1;2.8;102.3;0.7;5.6;2.1
1520146800;-7.3;2.8;114.4;9.4;300.3;34.8
1520150400;-5.6;2.8;127.5;17.2;577.2;67.6
1520154000;-3.7;2.8;141.8;23.7;685.7;84.0
1520157600;-2.1;2.8;157.6;28.4;740.9;93.7
1520161200;-0.6;2.8;174.5;30.6;764.3;98.1
1520164800;1.4;2.8;191.8;30.1;759.4;97.2
1520168400;2.5;2.8;208.4;27.0;726.1;91.0
1520172000;3.4;2.8;223.7;21.6;654.6;79.1
1520175600;3.6;2.8;237.5;14.6;519.4;60.1
1520179200;3.3;2.8;250.2;6.4;255.2;31.7
1520182800;2.1;2.8;262.2;-2.4;0.0;0.0
1520186400;1.2;2.8;274.1;-11.5;0.0;0.0
1520190000;0.4;2.7;286.5;-20.4;0.0;0.0
1520193600;-0.1;2.7;300.1;-28.8;0.0;0.0
1520197200;-0.7;2.7;315.6;-36.0;0.0;0.0
1520200800;-0.7;2.7;333.5;-41.3;0.0;0.0
1520204400;-1.5;2.7;353.5;-43.9;0.0;0.0
1520208000;-2.0;2.7;14.1;-43.2;0.0;0.0
1520211600;-2.7;2.7;33.4;-39.5;0.0;0.0
1520215200;-1.9;2.7;50.3;-33.4;0.0;0.0
1520218800;-1.4;2.7;65.0;-25.7;0.0;0.0
1520222400;-1.3;2.7;78.1;-17.1;0.0;0.0
1520226000;-1.4;2.7;90.2;-8.0;0.0;0.0
1520229600;-1.1;2.7;102.1;1.1;7.6;2.4
1520233200;-0.5;2.7;114.3;9.7;94.9;11.1
1520236800;0.2;2.7;127.3;17.6;145.7;17.2
1520240400;1.3;2.7;141.7;24.1;172.1;21.3
1520244000;3.1;2.7;157.5;28.7;185.9;23.7
1520247600;4.5;2.7;174.5;31.0;191.4;24.8
1520251200;7.0;2.7;191.9;30.5;562.1;72.5
1520254800;8.6;2.7;208.6;27.3;727.8;92.0
1520258400;9.2;2.7;223.9;22.0;657.2;80.1
1520262000;9.0;2.7;237.7;14.9;514.8;60.1
1520265600;8.8;2.7;250.4;6.7;158.1;19.7
1520269200;7.0;2.7;262.5;-2.1;0.0;0.0
1520272800;5.2;2.7;274.4;-11.2;0.0;0.0
1520276400;5.3;2.7;286.8;-20.2;0.0;0.0
1520280000;2.4;2.6;300.4;-28.5;0.0;0.0
1520283600;2.0;2.6;315.9;-35.7;0.0;0.0
1520287200;2.0;2.6;333.7;-40.9;0.0;0.0
1520290800;0.8;2.6;353.6;-43.5;0.0;0.0
1520294400;-0.2;2.6;14.1;-42.9;0.0;0.0
1520298000;-0.7;2.6;33.3;-39.2;0.0;0.0
1520301600;-0.5;2.6;50.2;-33.1;0.0;0.0
1520305200;-0.7;2.6;64.8;-25.4;0.0;0.0
1520308800;-1.4;2.6;77.9;-16.7;0.0;0.0
1520312400;-1.5;2.6;90.0;-7.7;0.0;0.0
1520316000;-1.7;2.6;101.9;1.4;10.0;2.7
1520319600;-0.9;2.6;114.1;10.1;97.3;11.4
1520323200;0.4;2.6;127.2;18.0;146.8;17.5
1520326800;2.3;2.6;141.6;24.5;372.5;46.4
1520330400;4.0;2.6;157.5;29.1;627.1;80.7
1520334000;4.6;2.6;174.6;31.4;191.8;25.0
1520337600;5.1;2.6;192.0;30.8;190.6;24.8
1520341200;5.5;2.6;208.7;27.7;182.4;23.3
1520344800;5.5;2.6;224.1;22.3;164.9;20.3
1520348400;4.6;2.6;238.0;15.2;132.2;15.6
1520352000;4.4;2.6;250.7;7.0;68.6;8.6
1520355600;2.6;2.6;262.7;-1.9;0.0;0.0
1520359200;1.2;2.6;274.7;-11.0;0.0;0.0
1520362800;0.7;2.6;287.1;-19.9;0.0;0.0
1520366400;0.8;2.6;300.7;-28.2;0.0;0.0
1520370000;0.8;2.6;316.1;-35.3;0.0;0.0
1520373600;0.9;2.6;333.9;-40.6;0.0;0.0
1520377200;0.9;2.6;353.7;-43.1;0.0;0.0
1520380800;0.8;2.6;14.1;-42.5;0.0;0.0
1520384400;0.9;2.6;33.2;-38.8;0.0;0.0
1520388000;0.7;2.6;50.0;-32.7;0.0;0.0
1520391600;0.5;2.6;64.6;-25.0;0.0;0.0
1520395200;0.4;2.6;77.7;-16.4;0.0;0.0
1520398800;0.3;2.6;89.8;-7.3;0.0;0.0
1520402400;0.1;2.6;101.7;1.8;12.6;3.1
1520406000;0.2;2.6;113.9;10.5;99.5;11.8
1520409600;0.3;2.6;127.0;18.3;147.9;17.8
1520413200;0.6;2.6;141.5;24.9;173.4;21.8
1520416800;1.2;2.6;157.4;29.5;186.8;24.2
1520420400;1.6;2.5;174.6;31.7;192.1;25.3
1520424000;1.8;2.5;192.1;31.2;190.9;25.0
1520427600;1.6;2.5;208.9;28.0;182.8;23.5
1520431200;1.5;2.5;224.3;22.6;165.6;20.5
1520434800;1.7;2.5;238.3;15.5;133.3;15.9
1520438400;1.7;2.5;251.0;7.3;70.9;8.9
1520442000;1.8;2.5;263.0;-1.6;0.0;0.0
1520445600;1.6;2.5;275.0;-10.7;0.0;0.0
1520449200;1.7;2.5;287.4;-19.6;0.0;0.0
1520452800;1.6;2.5;301.0;-27.9;0.0;0.0
1520456400;1.4;2.5;316.4;-35.0;0.0;0.0
1520460000;1.5;2.5;334.1;-40.2;0.0;0.0
1520463600;1.3;2.5;353.8;-42.7;0.0;0.0
1520467200;1.5;2.5;14.1;-42.1;0.0;0.0
1520470800;1.2;2.5;33.1;-38.4;0.0;0.0
1520474400;1.0;2.5;49.9;-32.3;0.0;0.0
1520478000;1.1;2.5;64.5;-24.7;0.0;0.0
1520481600;1.4;2.5;77.5;-16.0;0.0;0.0
1520485200;2.1;2.5;89.6;-7.0;0.0;0.0
1520488800;2.8;2.5;101.5;2.1;15.5;3.5
1520492400;3.7;2.5;113.7;10.8;101.7;12.1
1520496000;4.1;2.5;126.9;18.7;149.0;18.1
1520499600;3.9;2.5;141.4;25.3;174.1;22.1
1520503200;3.7;2.5;157.4;29.9;187.2;24.5
1520506800;3.9;2.5;174.7;32.1;192.5;25.5
1520510400;5.3;2.5;192.3;31.6;223.1;29.5
1520514000;7.2;2.5;209.1;28.4;700.7;90.9
1520517600;9.4;2.5;224.6;22.9;642.5;80.4
1520521200;9.2;2.5;238.5;15.8;536.6;64.4
1520524800;8.8;2.5;251.3;7.6;292.8;36.7
1520528400;7.6;2.5;263.3;-1.3;0.0;0.0
1520532000;7.1;2.5;275.2;-10.4;0.0;0.0
1520535600;6.7;2.5;287.7;-19.3;0.0;0.0
1520539200;6.6;2.5;301.2;-27.6;0.0;0.0
1520542800;6.1;2.5;316.7;-34.7;0.0;0.0
1520546400;5.2;2.5;334.3;-39.8;0.0;0.0
1520550000;4.7;2.5;353.9;-42.3;0.0;0.0
1520553600;3.0;2.5;14.1;-41.7;0.0;0.0
1520557200;3.3;2.5;33.0;-38.0;0.0;0.0
1520560800;3.6;2.5;49.7;-32.0;0.0;0.0
1520564400;2.9;2.5;64.3;-24.3;0.0;0.0
1520568000;2.7;2.5;77.3;-15.7;0.0;0.0
1520571600;3.5;2.5;89.4;-6.6;0.0;0.0
1520575200;3.4;2.5;101.3;2.5;18.6;3.9
1520578800;3.7;2.5;113.6;11.2;103.9;12.5
1520582400;4.3;2.5;126.7;19.1;150.1;18.4
1520586000;5.3;2.5;141.3;25.6;203.8;26.1
1520589600;6.9;2.5;157.4;30.3;684.1;90.3
1520593200;6.7;2.5;174.7;32.5;569.7;76.2
1520596800;7.2;2.5;192.4;32.0;389.3;51.9
1520600400;8.2;2.5;209.3;28.7;682.1;89.2
1520604000;8.1;2.5;224.8;23.3;614.0;77.5
1520607600;8.2;2.5;238.8;16.1;275.2;33.3
1520611200;7.8;2.5;251.5;7.9;75.4;9.5
1520614800;6.3;2.5;263.6;-1.0;0.0;0.0
1520618400;5.0;2.5;275.5;-10.1;0.0;0.0
1520622000;4.3;2.5;288.0;-19.0;0.0;0.0
1520625600;3.4;2.5;301.5;-27.3;0.0;0.0
1520629200;3.5;2.5;316.9;-34.4;0.0;0.0
1520632800;1.6;2.5;334.5;-39.5;0.0;0.0
1520636400;0.6;2.5;354.0;-41.9;0.0;0.0
1520640000;-0.2;2.5;14.1;-41.3;0.0;0.0
1520643600;0.6;2.5;32.9;-37.6;0.0;0.0
1520647200;1.2;2.5;49.6;-31.6;0.0;0.0
1520650800;1.9;2.5;64.1;-23.9;0.0;0.0
1520654400;2.3;2.5;77.1;-15.3;0.0;0.0
1520658000;1.9;2.5;89.2;-6.3;0.0;0.0
1520661600;2.8;2.5;101.1;2.8;21.9;4.2
1520665200;3.7;2.5;113.4;11.5;106.0;12.8
1520668800;4.2;2.6;126.6;19.4;151.2;18.7
1520672400;4.1;2.6;141.2;26.0;175.3;22.7
1520676000;5.4;2.6;157.3;30.7;188.0;25.0
1520679600;6.6;2.6;174.8;32.9;193.1;26.0
1520683200;7.3;2.6;192.5;32.4;191.9;25.8
1520686800;8.8;2.6;209.5;29.1;299.3;39.5
1520690400;9.2;2.6;225.1;23.6;167.3;21.3
1520694000;9.3;2.6;239.0;16.4;136.4;16.7
1520697600;8.8;2.6;251.8;8.1;77.5;9.8
1520701200;8.5;2.6;263.9;-0.8;0.0;0.0
1520704800;8.7;2.6;275.8;-9.9;0.0;0.0
1520708400;8.2;2.6;288.3;-18.8;0.0;0.0
1520712000;7.7;2.7;301.8;-27.0;0.0;0.0
1520715600;8.0;2.7;317.2;-34.0;0.0;0.0
1520719200;8.3;2.7;334.7;-39.1;0.0;0.0
1520722800;8.4;2.7;354.2;-41.6;0.0;0.0
1520726400;7.1;2.7;14.1;-40.9;0.0;0.0
1520730000;6.9;2.7;32.8;-37.2;0.0;0.0
1520733600;7.3;2.7;49.4;-31.2;0.0;0.0
1520737200;7.1;2.7;63.9;-23.6;0.0;0.0
1520740800;5.6;2.7;76.9;-15.0;0.0;0.0
1520744400;6.5;2.7;89.0;-5.9;0.0;0.0
1520748000;5.8;2.8;101.0;3.2;25.2;4.6
1520751600;7.4;2.8;113.2;11.9;426.5;52.1
1520755200;9.2;2.8;126.4;19.8;608.8;76.1
1520758800;10.8;2.8;141.1;26.4;703.7;91.7
1520762400;12.5;2.8;157.3;31.1;753.7;101.1
1520766000;14.1;2.9;174.8;33.3;773.6;105.2
1520769600;14.6;2.9;192.7;32.7;657.2;89.1
1520773200;15.5;2.9;209.7;29.5;729.6;97.0
1520776800;15.5;2.9;225.3;23.9;645.7;83.0
1520780400;16.5;2.9;239.3;16.7;549.6;67.8
1520784000;15.7;2.9;252.1;8.4;318.2;40.4
1520787600;14.1;2.9;264.2;-0.5;0.0;0.0
1520791200;13.7;3.0;276.1;-9.6;0.0;0.0
1520794800;12.6;3.0;288.5;-18.5;0.0;0.0
1520798400;11.9;3.0;302.1;-26.7;0.0;0.0
1520802000;12.5;3.0;317.5;-33.7;0.0;0.0
1520805600;10.7;3.0;335.0;-38.8;0.0;0.0
1520809200;9.9;3.0;354.3;-41.2;0.0;0.0
1520812800;9.5;3.1;14.1;-40.5;0.0;0.0
1520816400;9.0;3.1;32.7;-36.8;0.0;0.0
1520820000;8.5;3.1;49.3;-30.8;0.0;0.0
1520823600;8.2;3.1;63.8;-23.2;0.0;0.0
1520827200;8.2;3.1;76.7;-14.6;0.0;0.0
1520830800;7.2;3.2;88.9;-5.6;0.0;0.0
1520834400;7.3;3.2;100.8;3.5;28.6;5.0
1520838000;7.7;3.2;113.1;12.2;110.0;13.5
1520841600;8.4;3.3;126.3;20.2;153.2;19.3
1520845200;9.1;3.3;141.0;26.8;176.5;23.2
1520848800;9.2;3.3;157.3;31.5;188.8;25.5
1520852400;9.6;3.3;174.9;33.7;193.7;26.5
1520856000;8.8;3.4;192.8;33.1;192.4;26.3
1520859600;9.1;3.4;209.9;29.8;184.6;24.8
1520863200;9.3;3.4;225.6;24.2;168.4;21.8
1520866800;8.9;3.4;239.6;17.0;138.4;17.2
1520870400;8.8;3.5;252.4;8.7;81.6;10.4
1520874000;8.6;3.5;264.5;-0.2;0.0;0.0
1520877600;8.4;3.5;276.4;-9.3;0.0;0.0
1520881200;9.3;3.5;288.8;-18.2;0.0;0.0
1520884800;9.4;3.6;302.4;-26.4;0.0;0.0
1520888400;9.2;3.6;317.7;-33.4;0.0;0.0
1520892000;8.8;3.6;335.2;-38.4;0.0;0.0
1520895600;8.8;3.6;354.4;-40.8;0.0;0.0
1520899200;8.6;3.7;14.1;-40.1;0.0;0.0
1520902800;8.9;3.7;32.6;-36.4;0.0;0.0
1520906400;9.1;3.7;49.1;-30.5;0.0;0.0
1520910000;8.6;3.7;63.6;-22.9;0.0;0.0
1520913600;7.6;3.8;76.5;-14.3;0.0;0.0
1520917200;7.9;3.8;88.7;-5.2;0.0;0.0
1520920800;8.2;3.8;100.6;3.9;32.0;5.5
1520924400;8.7;3.8;112.9;12.6;111.9;13.9
1520928000;9.7;3.9;126.2;20.6;154.2;19.6
1520931600;9.7;3.9;140.9;27.2;177.1;23.5
1520935200;10.5;3.9;157.2;31.9;189.2;25.8
1520938800;10.4;3.9;174.9;34.1;194.0;26.8
1520942400;10.8;3.9;192.9;33.5;192.7;26.5
1520946000;11.3;4.0;210.2;30.2;185.0;25.0
1520949600;11.5;4.0;225.8;24.6;168.9;22.1
1520953200;11.6;4.0;239.9;17.3;139.3;17.5
1520956800;10.3;4.0;252.7;9.0;83.5;10.7
1520960400;10.0;4.1;264.8;0.1;1.9;1.5
1520964000;8.4;4.1;276.7;-9.0;0.0;0.0
1520967600;8.2;4.1;289.1;-17.9;0.0;0.0
1520971200;7.3;4.1;302.7;-26.1;0.0;0.0
1520974800;5.7;4.1;318.0;-33.0;0.0;0.0
1520978400;5.2;4.2;335.4;-38.0;0.0;0.0
1520982000;4.3;4.2;354.5;-40.4;0.0;0.0
1520985600;4.0;4.2;14.1;-39.7;0.0;0.0
1520989200;3.8;4.2;32.5;-36.1;0.0;0.0
1520992800;3.6;4.3;49.0;-30.1;0.0;0.0
1520996400;3.3;4.3;63.4;-22.5;0.0;0.0
1521000000;3.5;4.3;76.4;-13.9;0.0;0.0
1521003600;3.3;4.3;88.5;-4.9;0.0;0.0
1521007200;3.3;4.3;100.4;4.2;35.5;5.9
1521010800;3.2;4.4;112.7;13.0;113.7;14.2
1521014400;3.5;4.4;126.0;20.9;155.1;19.9
1521018000;3.8;4.4;140.8;27.6;177.6;23.8
1521021600;4.6;4.4;157.2;32.3;189.5;26.1
1521025200;4.3;4.5;175.0;34.5;194.3;27.0
1521028800;4.5;4.5;193.1;33.9;193.0;26.8
1521032400;4.8;4.5;210.4;30.5;185.3;25.2
1521036000;5.0;4.5;226.1;24.9;169.4;22.3
1521039600;5.5;4.5;240.1;17.6;140.2;17.7
1521043200;5.1;4.5;253.0;9.3;85.4;11.0
1521046800;3.8;4.6;265.0;0.3;2.7;1.8
1521050400;3.4;4.6;277.0;-8.8;0.0;0.0
1521054000;3.4;4.6;289.4;-17.6;0.0;0.0
1521057600;3.2;4.6;303.0;-25.8;0.0;0.0
1521061200;2.9;4.6;318.3;-32.7;0.0;0.0
1521064800;2.8;4.6;335.6;-37.7;0.0;0.0
1521068400;2.7;4.6;354.6;-40.0;0.0;0.0
1521072000;2.5;4.6;14.1;-39.3;0.0;0.0
1521075600;2.4;4.7;32.5;-35.7;0.0;0.0
1521079200;2.4;4.7;48.8;-29.7;0.0;0.0
1521082800;2.4;4.7;63.2;-22.1;0.0;0.0
1521086400;2.4;4.7;76.2;-13.6;0.0;0.0
1521090000;2.5;4.7;88.3;-4.5;0.0;0.0
1521093600;2.3;4.7;100.2;4.6;39.0;6.3
1521097200;2.0;4.7;112.6;13.3;115.6;14.6
1521100800;2.1;4.7;125.9;21.3;156.1;20.2
1521104400;2.2;4.7;140.7;28.0;178.1;24.0
1521108000;3.1;4.7;157.2;32.7;189.9;26.3
1521111600;3.3;4.8;175.0;34.9;194.6;27.3
1521115200;4.0;4.8;193.2;34.3;193.2;27.0
1521118800;4.8;4.8;210.6;30.9;516.8;71.0
1521122400;4.3;4.8;226.3;25.2;225.3;29.9
1521126000;4.6;4.8;240.4;17.9;164.5;21.0
1521129600;4.5;4.8;253.2;9.5;87.2;11.3
1521133200;4.1;4.8;265.3;0.6;3.8;2.0
1521136800;3.5;4.8;277.3;-8.5;0.0;0.0
1521140400;2.9;4.8;289.7;-17.3;0.0;0.0
1521144000;2.5;4.8;303.3;-25.5;0.0;0.0
1521147600;2.2;4.8;318.5;-32.4;0.0;0.0
1521151200;1.9;4.8;335.8;-37.3;0.0;0.0
1521154800;1.9;4.8;354.7;-39.6;0.0;0.0
1521158400;1.5;4.8;14.1;-38.9;0.0;0.0
1521162000;1.4;4.8;32.4;-35.3;0.0;0.0
1521165600;1.3;4.8;48.7;-29.3;0.0;0.0
1521169200;1.1;4.8;63.1;-21.8;0.0;0.0
1521172800;0.9;4.8;76.0;-13.2;0.0;0.0
1521176400;0.7;4.8;88.1;-4.2;0.0;0.0
1521180000;0.5;4.8;100.0;4.9;42.4;6.7
1521183600;0.4;4.8;112.4;13.7;117.3;14.9
1521187200;0.4;4.8;125.7;21.7;156.9;20.5
1521190800;0.4;4.8;140.6;28.4;178.7;24.3
1521194400;0.4;4.8;157.1;33.1;190.2;26.6
1521198000;0.0;4.8;175.1;35.3;194.8;27.5
1521201600;-0.1;4.8;193.4;34.6;193.5;27.3
1521205200;-0.2;4.8;210.8;31.2;185.9;25.7
1521208800;-0.2;4.8;226.6;25.5;170.3;22.8
1521212400;0.0;4.8;240.7;18.2;141.9;18.3
1521216000;0.2;4.8;253.5;9.8;89.0;11.6
1521219600;-0.1;4.8;265.6;0.9;5.0;2.3
1521223200;-0.2;4.8;277.6;-8.2;0.0;0.0
1521226800;-1.0;4.8;290.0;-17.1;0.0;0.0
1521230400;-1.0;4.8;303.6;-25.2;0.0;0.0
1521234000;-1.5;4.8;318.8;-32.0;0.0;0.0
1521237600;-2.0;4.8;336.0;-36.9;0.0;0.0
1521241200;-2.3;4.8;354.9;-39.2;0.0;0.0
1521244800;-2.6;4.8;14.1;-38.5;0.0;0.0
1521248400;-3.5;4.8;32.3;-34.9;0.0;0.0
1521252000;-4.3;4.8;48.6;-28.9;0.0;0.0
1521255600;-4.5;4.8;62.9;-21.4;0.0;0.0
1521259200;-4.7;4.8;75.8;-12.8;0.0;0.0
1521262800;-5.1;4.8;87.9;-3.8;0.0;0.0
1521266400;-5.3;4.8;99.9;5.3;45.8;7.1
1521270000;-5.1;4.7;112.2;14.1;393.5;50.4
1521273600;-4.0;4.7;125.6;22.1;631.3;83.3
1521277200;-4.4;4.7;140.5;28.7;711.9;97.6
1521280800;-3.5;4.7;157.1;33.5;578.1;81.4
1521284400;-2.6;4.7;175.2;35.7;778.4;110.9
1521288000;-2.2;4.7;193.5;35.0;651.8;92.6
1521291600;-1.8;4.7;211.0;31.6;591.7;82.5
1521295200;-1.7;4.7;226.9;25.9;653.1;88.2
1521298800;-1.2;4.7;241.0;18.5;558.6;72.6
1521302400;-1.1;4.7;253.8;10.1;353.8;46.4
1521306000;-1.4;4.7;265.9;1.1;25.0;10.1
1521309600;-1.7;4.6;277.9;-8.0;0.0;0.0
1521313200;-2.1;4.6;290.3;-16.8;0.0;0.0
1521316800;-2.6;4.6;303.9;-24.9;0.0;0.0
1521320400;-2.9;4.6;319.0;-31.7;0.0;0.0
1521324000;-3.4;4.6;336.2;-36.6;0.0;0.0
1521327600;-3.7;4.6;355.0;-38.8;0.0;0.0
1521331200;-4.0;4.6;14.2;-38.1;0.0;0.0
1521334800;-4.4;4.6;32.2;-34.5;0.0;0.0
1521338400;-4.8;4.6;48.4;-28.5;0.0;0.0
1521342000;-5.1;4.5;62.7;-21.0;0.0;0.0
1521345600;-5.3;4.5;75.6;-12.5;0.0;0.0
1521349200;-5.5;4.5;87.7;-3.4;0.0;0.0
1521352800;-5.5;4.5;99.7;5.7;49.1;7.5
1521356400;-4.9;4.5;112.0;14.4;482.7;62.3
1521360000;-3.8;4.5;125.4;22.4;634.7;84.5
1521363600;-2.8;4.5;140.4;29.1;718.6;99.4
1521367200;-1.9;4.5;157.1;33.9;763.5;108.4
1521370800;-1.0;4.5;175.2;36.1;781.2;112.2
1521374400;0.2;4.4;193.7;35.4;775.7;111.0
1521378000;0.6;4.4;211.3;31.9;745.9;104.8
1521381600;0.9;4.4;227.1;26.2;684.6;93.2
1521385200;0.7;4.4;241.3;18.8;573.8;75.2
1521388800;0.6;4.4;254.1;10.4;369.4;48.7
1521392400;0.1;4.4;266.2;1.4;31.7;11.4
1521396000;-0.7;4.4;278.2;-7.7;0.0;0.0
1521399600;-1.1;4.4;290.6;-16.5;0.0;0.0
1521403200;-1.6;4.4;304.1;-24.6;0.0;0.0
1521406800;-2.2;4.4;319.3;-31.4;0.0;0.0
1521410400;-2.7;4.3;336.4;-36.2;0.0;0.0
1521414000;-3.0;4.3;355.1;-38.4;0.0;0.0
1521417600;-3.3;4.3;14.2;-37.7;0.0;0.0
1521421200;-3.7;4.3;32.2;-34.1;0.0;0.0
1521424800;-4.3;4.3;48.3;-28.2;0.0;0.0
1521428400;-4.8;4.3;62.6;-20.6;0.0;0.0
1521432000;-5.5;4.3;75.5;-12.1;0.0;0.0
1521435600;-5.9;4.3;87.6;-3.1;0.0;0.0
1521439200;-5.9;4.3;99.5;6.0;61.1;9.2
1521442800;-4.2;4.3;111.9;14.8;489.1;63.7
1521446400;-1.8;4.2;125.3;22.8;638.0;85.7
1521450000;-0.5;4.2;140.3;29.5;720.5;100.5
1521453600;-0.1;4.2;157.1;34.3;764.7;109.4
1521457200;1.0;4.2;175.3;36.5;782.1;113.1
1521460800;2.2;4.2;193.9;35.8;776.6;112.0
1521464400;2.7;4.2;211.5;32.3;746.9;105.8
1521468000;3.9;4.2;227.4;26.5;686.2;94.2
1521471600;3.6;4.2;241.6;19.1;576.8;76.2
1521475200;3.5;4.2;254.4;10.7;375.8;49.9
1521478800;2.8;4.2;266.5;1.7;38.6;12.6
1521482400;1.7;4.2;278.5;-7.4;0.0;0.0
1521486000;0.0;4.2;290.9;-16.2;0.0;0.0
1521489600;-3.6;4.1;304.4;-24.3;0.0;0.0
1521493200;-3.3;4.1;319.6;-31.0;0.0;0.0
1521496800;-4.7;4.1;336.6;-35.8;0.0;0.0
1521500400;-5.1;4.1;355.2;-38.1;0.0;0.0
1521504000;-6.8;4.1;14.2;-37.3;0.0;0.0
1521507600;-7.0;4.1;32.1;-33.7;0.0;0.0
1521511200;-7.0;4.1;48.2;-27.8;0.0;0.0
1521514800;-6.0;4.1;62.4;-20.3;0.0;0.0
1521518400;-5.6;4.1;75.3;-11.7;0.0;0.0
1521522000;-5.2;4.1;87.4;-2.7;0.0;0.0
1521525600;-2.5;4.1;99.3;6.4;55.5;8.3
1521529200;-2.7;4.1;111.7;15.2;123.8;16.3
1521532800;-2.8;4.1;125.2;23.2;160.3;21.7
1521536400;-2.4;4.1;140.2;29.9;180.6;25.4
1521540000;-1.7;4.1;157.0;34.7;191.5;27.6
1521543600;-0.7;4.1;175.4;36.9;195.7;28.5
1521547200;0.5;4.1;194.0;36.2;194.3;28.2
1521550800;1.9;4.1;211.7;32.6;218.1;31.1
1521554400;2.0;4.1;227.7;26.8;254.5;35.2
1521558000;2.8;4.1;241.9;19.4;144.9;19.3
1521561600;2.6;4.0;254.7;10.9;181.8;24.3
1521565200;1.8;4.0;266.8;1.9;39.4;11.8
1521568800;1.0;4.0;278.8;-7.1;0.0;0.0
1521572400;0.1;4.0;291.2;-15.9;0.0;0.0
1521576000;-0.3;4.0;304.7;-24.0;0.0;0.0
1521579600;-1.1;4.0;319.8;-30.7;0.0;0.0
1521583200;-1.5;4.0;336.8;-35.5;0.0;0.0
1521586800;-2.4;4.0;355.4;-37.7;0.0;0.0
1521590400;-4.7;4.0;14.2;-36.9;0.0;0.0
1521594000;-5.3;4.0;32.0;-33.3;0.0;0.0
1521597600;-6.9;4.0;48.1;-27.4;0.0;0.0
1521601200;-5.9;4.0;62.3;-19.9;0.0;0.0
1521604800;-5.9;4.0;75.1;-11.4;0.0;0.0
1521608400;-6.6;4.0;87.2;-2.4;0.0;0.0
1521612000;-5.3;4.0;99.1;6.7;111.6;16.6
1521615600;-2.5;4.0;111.5;15.5;501.4;66.4
1521619200;0.0;4.0;125.0;23.6;644.3;88.0
1521622800;2.6;3.9;140.1;30.3;724.1;102.6
1521626400;3.5;3.9;157.0;35.1;767.0;111.4
1521630000;3.8;3.9;175.4;37.3;783.8;115.1
1521633600;5.5;3.9;194.2;36.5;777.2;113.7
1521637200;5.2;3.9;212.0;33.0;748.8;107.7
1521640800;6.5;3.9;228.0;27.1;689.4;96.1
1521644400;5.8;3.9;242.2;19.7;578.7;77.7
1521648000;5.5;3.9;255.0;11.2;97.1;13.0
1521651600;4.7;3.9;267.1;2.2;13.5;3.8
1521655200;4.4;3.9;279.1;-6.9;0.0;0.0
1521658800;3.9;3.9;291.5;-15.6;0.0;0.0
1521662400;1.5;3.9;305.0;-23.7;0.0;0.0
1521666000;2.0;3.8;320.1;-30.4;0.0;0.0
1521669600;2.4;3.8;337.0;-35.1;0.0;0.0
1521673200;2.3;3.8;355.5;-37.3;0.0;0.0
1521676800;2.4;3.8;14.2;-36.5;0.0;0.0
1521680400;2.5;3.8;32.0;-32.9;0.0;0.0
1521684000;2.1;3.8;47.9;-27.0;0.0;0.0
1521687600;2.0;3.8;62.1;-19.5;0.0;0.0
1521691200;2.2;3.8;74.9;-11.0;0.0;0.0
1521694800;2.1;3.8;87.0;-2.0;0.0;0.0
1521698400;2.2;3.8;99.0;7.1;61.9;9.1
1521702000;1.2;3.8;111.4;15.9;127.1;16.9
1521705600;0.4;3.8;124.9;24.0;162.0;22.2
1521709200;0.7;3.8;140.0;30.7;181.7;25.8
1521712800;0.9;3.8;157.0;35.5;192.2;28.0
1521716400;1.4;3.8;175.5;37.7;196.3;28.9
1521720000;1.8;3.8;194.4;36.9;194.9;28.6
1521723600;2.6;3.8;212.2;33.3;187.7;27.1
1521727200;3.0;3.8;228.2;27.5;172.9;24.2
1521730800;3.3;3.8;242.5;20.0;146.6;19.7
1521734400;3.5;3.8;255.3;11.5;98.8;13.3
1521738000;3.5;3.8;267.4;2.5;15.7;4.1
1521741600;3.6;3.8;279.4;-6.6;0.0;0.0
1521745200;3.8;3.8;291.8;-15.4;0.0;0.0
1521748800;3.9;3.8;305.3;-23.4;0.0;0.0
