TIMESTAMP;TAMB;TGND;ALPHA;BETA;EB;ED
1512270000;-1.7;7.3;80.8;-34.8;0.0;0.0
1512273600;-2.2;7.3;93.0;-25.8;0.0;0.0
1512277200;-1.7;7.3;104.4;-16.8;0.0;0.0
1512280800;-1.3;7.3;115.7;-8.2;0.0;0.0
1512284400;-0.9;7.3;127.2;-0.4;0.0;0.0
1512288000;-1.1;7.3;139.5;6.2;74.5;7.0
1512291600;-0.9;7.3;152.6;11.3;479.0;44.4
1512295200;0.2;7.2;166.4;14.5;575.1;54.7
1512298800;1.1;7.2;180.8;15.5;589.3;56.6
1512302400;1.6;7.2;195.1;14.2;188.7;17.9
1512306000;1.2;7.2;208.9;10.8;138.3;12.8
1512309600;0.9;7.2;221.9;5.5;66.4;6.4
1512313200;0.6;7.2;234.1;-1.3;0.0;0.0
1512316800;0.3;7.2;245.6;-9.2;0.0;0.0
1512320400;0.7;7.2;256.8;-17.8;0.0;0.0
1512324000;0.6;7.2;268.2;-26.8;0.0;0.0
1512327600;0.9;7.2;280.6;-35.9;0.0;0.0
1512331200;1.3;7.2;294.8;-44.6;0.0;0.0
1512334800;1.6;7.2;312.4;-52.2;0.0;0.0
1512338400;1.8;7.2;334.8;-57.6;0.0;0.0
1512342000;2.4;7.1;1.4;-59.5;0.0;0.0
1512345600;2.9;7.1;27.7;-57.2;0.0;0.0
1512349200;3.2;7.1;49.6;-51.5;0.0;0.0
1512352800;3.2;7.1;66.8;-43.8;0.0;0.0
1512356400;3.5;7.1;80.8;-35.0;0.0;0.0
1512360000;3.8;7.1;93.1;-25.9;0.0;0.0
1512363600;4.2;7.1;104.4;-16.9;0.0;0.0
1512367200;4.2;7.1;115.7;-8.4;0.0;0.0
1512370800;4.1;7.1;127.2;-0.6;0.0;0.0
1512374400;3.8;7.0;139.4;6.0;72.8;6.9
1512378000;4.5;7.0;152.5;11.1;302.6;28.0
1512381600;1.5;7.0;166.4;14.3;143.2;13.6
1512385200;3.9;7.0;180.7;15.3;524.8;50.3
1512388800;4.6;7.0;195.0;14.1;561.3;53.1
1512392400;4.8;7.0;208.8;10.7;409.5;37.7
1512396000;4.5;7.0;221.8;5.4;198.8;19.1
1512399600;3.6;7.0;233.9;-1.4;0.0;0.0
1512403200;3.3;7.0;245.4;-9.2;0.0;0.0
1512406800;2.7;7.0;256.6;-17.8;0.0;0.0
1512410400;2.4;6.9;268.0;-26.9;0.0;0.0
1512414000;2.5;6.9;280.4;-36.0;0.0;0.0
1512417600;1.1;6.9;294.6;-44.7;0.0;0.0
1512421200;1.1;6.9;312.2;-52.3;0.0;0.0
1512424800;1.4;6.9;334.6;-57.7;0.0;0.0
1512428400;2.2;6.9;1.2;-59.7;0.0;0.0
1512432000;2.1;6.9;27.7;-57.4;0.0;0.0
1512435600;2.5;6.9;49.6;-51.7;0.0;0.0
1512439200;3.5;6.9;66.8;-43.9;0.0;0.0
1512442800;4.1;6.9;80.9;-35.2;0.0;0.0
1512446400;4.4;6.9;93.1;-26.1;0.0;0.0
1512450000;4.8;6.9;104.5;-17.1;0.0;0.0
1512453600;6.8;6.9;115.7;-8.5;0.0;0.0
1512457200;7.0;6.9;127.2;-0.8;0.0;0.0
1512460800;7.3;6.9;139.4;5.9;71.1;6.7
1512464400;7.3;6.9;152.5;11.0;120.4;11.1
1512468000;7.6;6.9;166.3;14.2;142.6;13.5
1512471600;7.3;6.9;180.6;15.2;148.7;14.2
1512475200;7.3;6.9;194.9;14.0;141.4;13.3
1512478800;6.9;6.8;208.7;10.6;117.4;10.8
1512482400;6.8;6.8;221.6;5.3;64.8;6.2
1512486000;6.7;6.8;233.8;-1.4;0.0;0.0
1512489600;7.0;6.8;245.2;-9.3;0.0;0.0
1512493200;7.2;6.8;256.4;-17.9;0.0;0.0
1512496800;7.1;6.8;267.9;-26.9;0.0;0.0
1512500400;7.1;6.8;280.2;-36.0;0.0;0.0
1512504000;7.1;6.8;294.4;-44.7;0.0;0.0
1512507600;6.9;6.8;312.0;-52.3;0.0;0.0
1512511200;7.0;6.8;334.4;-57.8;0.0;0.0
1512514800;6.9;6.8;1.1;-59.8;0.0;0.0
1512518400;6.8;6.8;27.6;-57.5;0.0;0.0
1512522000;7.0;6.8;49.6;-51.8;0.0;0.0
1512525600;7.2;6.8;66.8;-44.1;0.0;0.0
1512529200;6.7;6.8;80.9;-35.3;0.0;0.0
1512532800;6.6;6.8;93.1;-26.2;0.0;0.0
1512536400;6.6;6.8;104.5;-17.2;0.0;0.0
1512540000;6.8;6.8;115.7;-8.7;0.0;0.0
1512543600;6.8;6.8;127.2;-0.9;0.0;0.0
1512547200;6.7;6.8;139.4;5.7;69.5;6.6
1512550800;6.7;6.8;152.4;10.8;119.5;11.0
1512554400;6.8;6.8;166.2;14.0;142.0;13.4
1512558000;6.9;6.8;180.5;15.1;148.2;14.1
1512561600;7.1;6.8;194.8;13.9;141.0;13.2
1512565200;7.2;6.8;208.5;10.5;117.0;10.7
1512568800;7.2;6.8;221.5;5.2;64.0;6.1
1512572400;7.3;6.8;233.6;-1.5;0.0;0.0
1512576000;7.1;6.8;245.1;-9.3;0.0;0.0
1512579600;7.1;6.9;256.3;-17.9;0.0;0.0
1512583200;7.3;6.9;267.7;-26.9;0.0;0.0
1512586800;7.4;6.9;280.0;-36.0;0.0;0.0
1512590400;7.4;6.9;294.2;-44.7;0.0;0.0
1512594000;7.3;6.9;311.7;-52.4;0.0;0.0
1512597600;7.2;6.9;334.1;-57.9;0.0;0.0
1512601200;7.2;6.9;0.9;-59.9;0.0;0.0
1512604800;7.2;6.9;27.5;-57.7;0.0;0.0
1512608400;7.5;6.9;49.5;-52.0;0.0;0.0
1512612000;7.6;6.9;66.8;-44.2;0.0;0.0
1512615600;7.7;6.9;80.9;-35.5;0.0;0.0
1512619200;7.4;6.9;93.1;-26.4;0.0;0.0
1512622800;7.0;6.9;104.5;-17.4;0.0;0.0
1512626400;6.8;6.9;115.7;-8.9;0.0;0.0
1512630000;6.4;6.9;127.2;-1.1;0.0;0.0
1512633600;6.3;6.9;139.4;5.5;67.9;6.4
1512637200;5.8;7.0;152.4;10.7;118.7;10.8
1512640800;5.3;7.0;166.2;13.9;560.1;52.5
1512644400;5.9;7.0;180.4;15.0;591.5;56.1
1512648000;6.0;7.0;194.7;13.7;562.6;52.7
1512651600;5.9;7.0;208.4;10.4;466.2;42.5
1512655200;5.6;7.0;221.3;5.2;253.6;24.2
1512658800;5.1;7.0;233.5;-1.5;0.0;0.0
1512662400;4.7;7.0;244.9;-9.4;0.0;0.0
1512666000;5.1;7.0;256.1;-18.0;0.0;0.0
1512669600;4.9;7.0;267.5;-27.0;0.0;0.0
1512673200;5.7;7.0;279.8;-36.1;0.0;0.0
1512676800;6.0;7.0;294.0;-44.8;0.0;0.0
1512680400;4.9;7.0;311.5;-52.5;0.0;0.0
1512684000;4.7;7.0;333.9;-58.0;0.0;0.0
1512687600;5.2;7.0;0.7;-60.0;0.0;0.0
1512691200;5.3;7.0;27.4;-57.8;0.0;0.0
1512694800;5.5;7.0;49.5;-52.1;0.0;0.0
1512698400;5.6;7.0;66.8;-44.4;0.0;0.0
1512702000;5.8;7.1;80.9;-35.6;0.0;0.0
1512705600;5.7;7.1;93.1;-26.5;0.0;0.0
1512709200;5.3;7.1;104.5;-17.6;0.0;0.0
1512712800;5.4;7.1;115.7;-9.0;0.0;0.0
1512716400;5.2;7.1;127.2;-1.2;0.0;0.0
1512720000;4.9;7.1;139.3;5.4;66.3;6.3
1512723600;5.3;7.1;152.3;10.5;468.8;42.7
1512727200;5.6;7.1;166.1;13.8;457.4;42.8
1512730800;4.4;7.1;180.3;14.8;218.4;20.6
1512734400;4.3;7.1;194.5;13.7;267.1;24.9
1512738000;4.6;7.1;208.3;10.3;116.2;10.6
1512741600;3.9;7.1;221.2;5.1;224.0;21.4
1512745200;4.0;7.1;233.3;-1.6;0.0;0.0
1512748800;3.6;7.1;244.8;-9.4;0.0;0.0
1512752400;1.4;7.1;256.0;-18.0;0.0;0.0
1512756000;1.7;7.1;267.4;-27.0;0.0;0.0
1512759600;2.2;7.1;279.6;-36.1;0.0;0.0
1512763200;1.8;7.1;293.8;-44.8;0.0;0.0
1512766800;2.0;7.1;311.3;-52.5;0.0;0.0
1512770400;1.9;7.1;333.7;-58.1;0.0;0.0
1512774000;0.8;7.1;0.5;-60.2;0.0;0.0
1512777600;0.5;7.1;27.3;-58.0;0.0;0.0
1512781200;0.1;7.1;49.5;-52.3;0.0;0.0
1512784800;-0.7;7.1;66.8;-44.5;0.0;0.0
1512788400;-0.2;7.1;80.9;-35.8;0.0;0.0
1512792000;0.4;7.1;93.1;-26.7;0.0;0.0
1512795600;0.6;7.1;104.5;-17.7;0.0;0.0
1512799200;0.6;7.1;115.7;-9.1;0.0;0.0
1512802800;0.6;7.1;127.1;-1.4;0.0;0.0
1512806400;0.4;7.1;139.3;5.3;64.8;6.1
1512810000;0.2;7.1;152.3;10.4;117.0;10.6
1512813600;0.6;7.1;166.0;13.6;140.5;13.1
1512817200;0.3;7.1;180.2;14.7;147.2;13.9
1512820800;1.3;7.1;194.4;13.6;140.1;13.0
1512824400;2.1;7.1;208.1;10.2;115.9;10.5
1512828000;2.3;7.1;221.1;5.1;62.4;5.9
1512831600;2.5;7.1;233.2;-1.6;0.0;0.0
1512835200;2.6;7.1;244.7;-9.4;0.0;0.0
1512838800;2.6;7.1;255.8;-18.0;0.0;0.0
1512842400;2.7;7.1;267.2;-27.0;0.0;0.0
1512846000;2.5;7.0;279.4;-36.1;0.0;0.0
1512849600;1.9;7.0;293.6;-44.8;0.0;0.0
1512853200;1.7;7.0;311.1;-52.6;0.0;0.0
1512856800;1.2;7.0;333.4;-58.2;0.0;0.0
1512860400;1.3;7.0;0.3;-60.3;0.0;0.0
1512864000;1.6;7.0;27.1;-58.1;0.0;0.0
1512867600;1.3;7.0;49.4;-52.4;0.0;0.0
1512871200;1.4;7.0;66.8;-44.7;0.0;0.0
1512874800;0.7;7.0;80.9;-35.9;0.0;0.0
1512878400;0.4;7.0;93.1;-26.8;0.0;0.0
1512882000;0.0;7.0;104.5;-17.8;0.0;0.0
1512885600;0.2;6.9;115.6;-9.3;0.0;0.0
1512889200;0.0;6.9;127.1;-1.5;0.0;0.0
1512892800;0.0;6.9;139.2;5.1;63.4;6.0
1512896400;0.1;6.9;152.2;10.3;221.3;20.0
1512900000;1.1;6.9;165.9;13.5;463.3;43.0
1512903600;0.9;6.9;180.1;14.6;587.7;55.2
1512907200;0.6;6.9;194.3;13.5;557.7;51.7
1512910800;0.6;6.9;208.0;10.2;115.7;10.4
1512914400;0.2;6.9;220.9;5.0;62.0;5.9
1512918000;0.3;6.8;233.1;-1.6;0.0;0.0
1512921600;0.3;6.8;244.5;-9.4;0.0;0.0
1512925200;0.1;6.8;255.7;-18.0;0.0;0.0
1512928800;-1.8;6.8;267.0;-27.0;0.0;0.0
1512932400;-1.5;6.8;279.3;-36.1;0.0;0.0
1512936000;-0.7;6.8;293.4;-44.9;0.0;0.0
1512939600;-1.1;6.8;310.8;-52.6;0.0;0.0
1512943200;-0.8;6.8;333.2;-58.2;0.0;0.0
1512946800;-0.1;6.8;0.1;-60.4;0.0;0.0
1512950400;0.6;6.8;27.0;-58.2;0.0;0.0
1512954000;0.8;6.7;49.3;-52.5;0.0;0.0
1512957600;2.9;6.7;66.8;-44.8;0.0;0.0
1512961200;3.9;6.7;80.9;-36.1;0.0;0.0
1512964800;4.1;6.7;93.1;-27.0;0.0;0.0
1512968400;3.8;6.7;104.4;-18.0;0.0;0.0
1512972000;3.1;6.7;115.6;-9.4;0.0;0.0
1512975600;2.7;6.7;127.1;-1.6;0.0;0.0
1512979200;2.3;6.7;139.2;5.0;62.0;5.9
1512982800;2.2;6.7;152.1;10.2;134.8;12.1
1512986400;2.0;6.6;165.8;13.4;139.7;12.9
1512990000;2.0;6.6;180.0;14.5;146.7;13.7
1512993600;2.2;6.6;194.2;13.4;139.7;12.9
1512997200;2.6;6.6;207.9;10.1;115.5;10.4
1513000800;2.4;6.6;220.8;5.0;61.7;5.8
1513004400;2.3;6.6;232.9;-1.7;0.0;0.0
1513008000;2.3;6.6;244.4;-9.5;0.0;0.0
1513011600;3.1;6.6;255.5;-18.0;0.0;0.0
1513015200;4.3;6.6;266.9;-27.0;0.0;0.0
1513018800;4.8;6.5;279.1;-36.1;0.0;0.0
1513022400;5.2;6.5;293.2;-44.9;0.0;0.0
1513026000;5.4;6.5;310.6;-52.6;0.0;0.0
1513029600;5.9;6.5;333.0;-58.3;0.0;0.0
1513033200;6.2;6.5;359.9;-60.4;0.0;0.0
1513036800;6.5;6.5;26.9;-58.3;0.0;0.0
1513040400;6.6;6.5;49.3;-52.7;0.0;0.0
1513044000;6.7;6.5;66.7;-44.9;0.0;0.0
1513047600;6.9;6.5;80.8;-36.2;0.0;0.0
1513051200;7.2;6.5;93.1;-27.1;0.0;0.0
1513054800;7.4;6.4;104.4;-18.1;0.0;0.0
1513058400;7.6;6.4;115.6;-9.5;0.0;0.0
1513062000;7.5;6.4;127.0;-1.8;0.0;0.0
1513065600;7.2;6.4;139.1;4.9;60.7;5.7
1513069200;4.2;6.4;152.1;10.0;114.9;10.3
1513072800;3.4;6.4;165.7;13.3;139.4;12.9
1513076400;2.9;6.4;179.9;14.5;146.5;13.7
1513080000;3.2;6.4;194.1;13.3;139.6;12.9
1513083600;3.7;6.4;207.8;10.1;115.3;10.3
1513087200;3.6;6.4;220.7;5.0;61.5;5.8
1513090800;3.5;6.4;232.8;-1.7;0.0;0.0
1513094400;3.0;6.4;244.3;-9.5;0.0;0.0
1513098000;2.5;6.4;255.4;-18.0;0.0;0.0
1513101600;1.9;6.4;266.7;-27.0;0.0;0.0
1513105200;1.8;6.4;278.9;-36.1;0.0;0.0
1513108800;0.9;6.4;293.0;-44.9;0.0;0.0
1513112400;1.5;6.4;310.4;-52.6;0.0;0.0
1513116000;1.9;6.4;332.7;-58.3;0.0;0.0
1513119600;2.2;6.4;359.7;-60.5;0.0;0.0
1513123200;2.4;6.4;26.7;-58.4;0.0;0.0
1513126800;2.7;6.4;49.2;-52.8;0.0;0.0
1513130400;2.8;6.4;66.7;-45.1;0.0;0.0
1513134000;2.1;6.4;80.8;-36.3;0.0;0.0
1513137600;0.9;6.4;93.0;-27.2;0.0;0.0
1513141200;0.6;6.4;104.4;-18.2;0.0;0.0
1513144800;0.3;6.4;115.5;-9.7;0.0;0.0
1513148400;0.2;6.4;127.0;-1.9;0.0;0.0
1513152000;0.2;6.4;139.1;4.8;59.4;5.6
1513155600;1.3;6.4;152.0;9.9;455.8;40.8
1513159200;2.2;6.4;165.6;13.2;556.4;51.1
1513162800;2.6;6.4;179.8;14.4;585.5;54.5
1513166400;3.5;6.4;194.0;13.3;558.0;51.3
1513170000;3.9;6.4;207.6;10.0;461.1;41.2
1513173600;3.8;6.4;220.6;4.9;215.9;20.3
1513177200;3.6;6.4;232.7;-1.7;0.0;0.0
1513180800;3.8;6.4;244.1;-9.5;0.0;0.0
1513184400;3.9;6.4;255.3;-18.0;0.0;0.0
1513188000;1.9;6.4;266.6;-27.0;0.0;0.0
1513191600;2.0;6.4;278.8;-36.1;0.0;0.0
1513195200;1.3;6.3;292.8;-44.9;0.0;0.0
1513198800;1.4;6.3;310.2;-52.6;0.0;0.0
1513202400;1.7;6.3;332.5;-58.4;0.0;0.0
1513206000;2.3;6.3;359.5;-60.6;0.0;0.0
1513209600;2.3;6.3;26.6;-58.5;0.0;0.0
1513213200;2.7;6.3;49.1;-52.9;0.0;0.0
1513216800;1.8;6.3;66.6;-45.2;0.0;0.0
1513220400;2.8;6.3;80.8;-36.4;0.0;0.0
1513224000;4.5;6.3;93.0;-27.3;0.0;0.0
1513227600;4.7;6.3;104.4;-18.3;0.0;0.0
1513231200;4.8;6.3;115.5;-9.8;0.0;0.0
1513234800;3.8;6.3;126.9;-2.0;0.0;0.0
1513238400;4.1;6.3;139.0;4.7;58.2;5.5
1513242000;4.3;6.3;151.9;9.8;113.7;10.1
1513245600;4.5;6.3;165.6;13.1;138.8;12.7
1513249200;4.5;6.3;179.7;14.3;146.3;13.6
1513252800;4.3;6.3;193.8;13.2;139.5;12.8
1513256400;3.9;6.2;207.5;10.0;115.3;10.3
1513260000;4.1;6.2;220.4;4.9;90.7;8.5
1513263600;3.9;6.2;232.5;-1.7;0.0;0.0
1513267200;3.4;6.2;244.0;-9.5;0.0;0.0
1513270800;2.3;6.2;255.1;-18.0;0.0;0.0
1513274400;2.1;6.2;266.5;-27.0;0.0;0.0
1513278000;1.9;6.2;278.6;-36.1;0.0;0.0
1513281600;2.3;6.2;292.7;-44.9;0.0;0.0
1513285200;2.3;6.2;310.0;-52.6;0.0;0.0
1513288800;2.6;6.2;332.3;-58.4;0.0;0.0
1513292400;2.8;6.2;359.3;-60.7;0.0;0.0
1513296000;2.8;6.2;26.4;-58.6;0.0;0.0
1513299600;2.6;6.2;49.0;-53.0;0.0;0.0
1513303200;2.1;6.2;66.6;-45.3;0.0;0.0
1513306800;0.9;6.2;80.7;-36.6;0.0;0.0
1513310400;0.4;6.2;93.0;-27.5;0.0;0.0
1513314000;0.5;6.2;104.3;-18.5;0.0;0.0
1513317600;1.3;6.2;115.5;-9.9;0.0;0.0
1513321200;1.8;6.2;126.9;-2.1;0.0;0.0
1513324800;1.4;6.1;139.0;4.6;57.1;5.4
1513328400;1.9;6.1;151.8;9.7;113.2;10.1
1513332000;2.2;6.1;165.5;13.1;138.6;12.7
1513335600;2.2;6.1;179.6;14.3;146.2;13.5
1513339200;2.1;6.1;193.7;13.2;139.5;12.7
1513342800;0.6;6.1;207.4;10.0;115.3;10.2
1513346400;0.8;6.1;220.3;4.9;61.4;5.7
1513350000;1.4;6.1;232.4;-1.7;0.0;0.0
1513353600;1.4;6.1;243.9;-9.4;0.0;0.0
1513357200;1.9;6.1;255.0;-18.0;0.0;0.0
1513360800;2.1;6.1;266.3;-27.0;0.0;0.0
1513364400;2.1;6.1;278.5;-36.1;0.0;0.0
1513368000;1.9;6.1;292.5;-44.8;0.0;0.0
1513371600;1.8;6.1;309.8;-52.6;0.0;0.0
1513375200;1.8;6.1;332.1;-58.4;0.0;0.0
1513378800;1.4;6.1;359.1;-60.7;0.0;0.0
1513382400;1.5;6.1;26.3;-58.7;0.0;0.0
1513386000;1.2;6.1;48.9;-53.1;0.0;0.0
1513389600;0.8;6.1;66.5;-45.4;0.0;0.0
1513393200;1.3;6.1;80.7;-36.7;0.0;0.0
1513396800;0.9;6.1;92.9;-27.6;0.0;0.0
1513400400;1.0;6.1;104.3;-18.6;0.0;0.0
1513404000;1.5;6.1;115.4;-10.0;0.0;0.0
1513407600;1.1;6.0;126.8;-2.2;0.0;0.0
1513411200;1.9;6.0;138.9;4.5;56.0;5.3
1513414800;2.2;6.0;151.7;9.7;131.6;11.6
1513418400;2.4;6.0;165.4;13.0;138.5;12.6
1513422000;2.1;6.0;179.5;14.2;146.2;13.5
1513425600;2.3;6.0;193.6;13.2;139.5;12.7
1513429200;2.4;6.0;207.3;10.0;115.4;10.2
1513432800;2.3;6.0;220.2;4.9;61.5;5.7
1513436400;2.2;6.0;232.3;-1.7;0.0;0.0
1513440000;2.2;6.0;243.8;-9.4;0.0;0.0
1513443600;2.4;6.0;254.9;-17.9;0.0;0.0
1513447200;2.3;6.0;266.2;-26.9;0.0;0.0
1513450800;2.2;6.0;278.4;-36.0;0.0;0.0
1513454400;2.1;6.0;292.3;-44.8;0.0;0.0
1513458000;0.6;6.0;309.6;-52.6;0.0;0.0
1513461600;1.9;6.0;331.8;-58.4;0.0;0.0
1513465200;2.4;6.0;358.9;-60.8;0.0;0.0
1513468800;2.5;6.0;26.1;-58.8;0.0;0.0
1513472400;2.5;5.9;48.8;-53.2;0.0;0.0
1513476000;2.5;5.9;66.4;-45.5;0.0;0.0
1513479600;2.6;5.9;80.6;-36.8;0.0;0.0
1513483200;1.9;5.9;92.9;-27.7;0.0;0.0
1513486800;1.5;5.9;104.2;-18.7;0.0;0.0
1513490400;1.2;5.9;115.4;-10.1;0.0;0.0
1513494000;1.3;5.9;126.8;-2.3;0.0;0.0
1513497600;0.7;5.9;138.8;4.4;55.0;5.2
1513501200;1.1;5.9;151.7;9.6;112.4;9.9
1513504800;1.1;5.9;165.3;12.9;138.3;12.6
1513508400;1.4;5.9;179.4;14.2;146.2;13.4
1513512000;1.5;5.9;193.5;13.1;139.7;12.7
1513515600;1.5;5.9;207.2;10.0;115.6;10.2
1513519200;1.5;5.9;220.1;4.9;61.8;5.7
1513522800;1.4;5.9;232.2;-1.7;0.0;0.0
1513526400;1.4;5.9;243.7;-9.4;0.0;0.0
1513530000;1.3;5.9;254.8;-17.9;0.0;0.0
1513533600;0.7;5.9;266.1;-26.9;0.0;0.0
1513537200;1.0;5.9;278.2;-36.0;0.0;0.0
1513540800;0.9;5.9;292.2;-44.8;0.0;0.0
1513544400;0.8;5.9;309.4;-52.6;0.0;0.0
1513548000;1.1;5.9;331.6;-58.4;0.0;0.0
1513551600;0.7;5.9;358.6;-60.8;0.0;0.0
1513555200;1.0;5.9;26.0;-58.8;0.0;0.0
1513558800;1.0;5.9;48.7;-53.3;0.0;0.0
1513562400;1.0;5.9;66.3;-45.6;0.0;0.0
1513566000;0.6;5.9;80.5;-36.9;0.0;0.0
1513569600;0.0;5.8;92.8;-27.8;0.0;0.0
1513573200;0.3;5.8;104.2;-18.8;0.0;0.0
1513576800;0.6;5.8;115.3;-10.2;0.0;0.0
1513580400;0.5;5.8;126.7;-2.4;0.0;0.0
1513584000;0.3;5.8;138.7;4.3;54.2;5.1
1513587600;0.8;5.8;151.6;9.5;198.1;17.4
1513591200;1.7;5.8;165.2;12.9;549.3;49.7
1513594800;2.6;5.8;179.3;14.1;585.1;53.6
1513598400;2.8;5.8;193.4;13.1;559.3;50.7
1513602000;2.9;5.8;207.1;10.0;463.5;40.8
1513605600;2.6;5.8;220.0;4.9;248.4;22.8
1513609200;1.6;5.8;232.1;-1.6;0.0;0.0
1513612800;1.0;5.8;243.5;-9.4;0.0;0.0
1513616400;0.0;5.8;254.7;-17.9;0.0;0.0
1513620000;-1.3;5.8;266.0;-26.8;0.0;0.0
1513623600;-1.7;5.8;278.1;-36.0;0.0;0.0
1513627200;-1.7;5.8;292.0;-44.7;0.0;0.0
1513630800;-1.0;5.8;309.3;-52.6;0.0;0.0
1513634400;-1.5;5.8;331.4;-58.4;0.0;0.0
1513638000;-1.8;5.8;358.4;-60.8;0.0;0.0
1513641600;-1.0;5.8;25.8;-58.9;0.0;0.0
1513645200;-0.9;5.8;48.6;-53.4;0.0;0.0
1513648800;-0.9;5.8;66.2;-45.7;0.0;0.0
1513652400;-0.3;5.7;80.5;-37.0;0.0;0.0
1513656000;0.0;5.7;92.7;-27.9;0.0;0.0
1513659600;0.3;5.7;104.1;-18.9;0.0;0.0
1513663200;0.4;5.7;115.2;-10.3;0.0;0.0
1513666800;0.5;5.7;126.6;-2.5;0.0;0.0
1513670400;0.5;5.7;138.6;4.2;53.3;5.0
1513674000;0.9;5.7;151.5;9.5;111.7;9.8
1513677600;1.4;5.7;165.1;12.8;138.2;12.5
1513681200;1.8;5.7;179.2;14.1;146.4;13.4
1513684800;2.1;5.7;193.3;13.1;140.0;12.7
1513688400;2.4;5.7;206.9;10.0;116.2;10.2
1513692000;2.7;5.7;219.9;4.9;62.5;5.7
1513695600;2.9;5.7;232.0;-1.6;0.0;0.0
1513699200;3.0;5.7;243.4;-9.3;0.0;0.0
1513702800;2.9;5.7;254.6;-17.8;0.0;0.0
1513706400;2.8;5.6;265.9;-26.8;0.0;0.0
1513710000;2.3;5.6;278.0;-35.9;0.0;0.0
1513713600;2.2;5.6;291.9;-44.7;0.0;0.0
1513717200;2.4;5.6;309.1;-52.6;0.0;0.0
1513720800;2.3;5.6;331.2;-58.4;0.0;0.0
1513724400;2.1;5.6;358.2;-60.9;0.0;0.0
1513728000;1.9;5.6;25.6;-59.0;0.0;0.0
1513731600;1.8;5.6;48.4;-53.4;0.0;0.0
1513735200;1.1;5.6;66.1;-45.8;0.0;0.0
1513738800;1.4;5.6;80.4;-37.0;0.0;0.0
1513742400;1.8;5.6;92.7;-28.0;0.0;0.0
1513746000;1.9;5.6;104.0;-18.9;0.0;0.0
1513749600;2.1;5.5;115.1;-10.4;0.0;0.0
1513753200;2.7;5.5;126.5;-2.5;0.0;0.0
1513756800;3.2;5.5;138.6;4.2;52.6;5.0
1513760400;3.5;5.5;151.4;9.4;111.5;9.7
1513764000;3.1;5.5;165.0;12.8;138.3;12.4
1513767600;3.4;5.5;179.0;14.1;146.6;13.4
1513771200;3.9;5.5;193.2;13.1;140.3;12.7
1513774800;3.6;5.5;206.8;10.0;116.6;10.2
1513778400;3.6;5.5;219.8;5.0;63.0;5.7
1513782000;3.4;5.5;231.9;-1.6;0.0;0.0
1513785600;3.3;5.5;243.3;-9.3;0.0;0.0
1513789200;3.7;5.5;254.5;-17.8;0.0;0.0
1513792800;3.9;5.5;265.8;-26.7;0.0;0.0
1513796400;4.1;5.5;277.9;-35.8;0.0;0.0
1513800000;4.3;5.5;291.8;-44.7;0.0;0.0
1513803600;4.3;5.5;308.9;-52.5;0.0;0.0
1513807200;4.3;5.5;331.0;-58.4;0.0;0.0
1513810800;4.6;5.5;358.0;-60.9;0.0;0.0
1513814400;4.7;5.4;25.4;-59.0;0.0;0.0
1513818000;4.8;5.4;48.3;-53.5;0.0;0.0
1513821600;5.0;5.4;66.0;-45.8;0.0;0.0
1513825200;5.3;5.4;80.3;-37.1;0.0;0.0
1513828800;5.5;5.4;92.6;-28.0;0.0;0.0
1513832400;5.6;5.4;103.9;-19.0;0.0;0.0
1513836000;6.0;5.4;115.1;-10.4;0.0;0.0
1513839600;6.4;5.4;126.5;-2.6;0.0;0.0
1513843200;6.7;5.4;138.5;4.1;52.0;4.9
1513846800;7.0;5.4;151.3;9.4;111.3;9.7
1513850400;7.3;5.4;164.9;12.8;138.3;12.4
1513854000;7.5;5.5;178.9;14.0;146.8;13.4
1513857600;7.3;5.5;193.1;13.1;140.6;12.7
1513861200;7.3;5.5;206.7;10.0;117.0;10.2
1513864800;6.8;5.5;219.7;5.0;63.6;5.7
1513868400;6.5;5.5;231.8;-1.5;0.0;0.0
1513872000;6.2;5.5;243.2;-9.2;0.0;0.0
1513875600;6.0;5.5;254.4;-17.7;0.0;0.0
1513879200;5.6;5.5;265.7;-26.7;0.0;0.0
1513882800;5.3;5.5;277.8;-35.8;0.0;0.0
1513886400;5.0;5.5;291.6;-44.6;0.0;0.0
1513890000;5.0;5.5;308.8;-52.5;0.0;0.0
1513893600;4.9;5.5;330.8;-58.4;0.0;0.0
1513897200;5.0;5.5;357.8;-60.9;0.0;0.0
1513900800;5.1;5.5;25.2;-59.0;0.0;0.0
1513904400;5.1;5.5;48.1;-53.6;0.0;0.0
1513908000;5.3;5.5;65.9;-45.9;0.0;0.0
1513911600;5.4;5.5;80.2;-37.2;0.0;0.0
1513915200;5.5;5.5;92.5;-28.1;0.0;0.0
1513918800;5.7;5.6;103.9;-19.1;0.0;0.0
1513922400;6.0;5.6;115.0;-10.5;0.0;0.0
1513926000;5.8;5.6;126.4;-2.7;0.0;0.0
1513929600;5.8;5.6;138.4;4.1;51.0;4.9
1513933200;6.0;5.6;151.2;9.3;110.5;9.7
1513936800;6.3;5.6;164.8;12.7;137.7;12.4
1513940400;6.3;5.6;178.8;14.0;146.2;13.4
1513944000;6.6;5.6;192.9;13.1;140.1;12.7
1513947600;6.8;5.6;206.6;10.0;425.3;37.4
1513951200;6.6;5.6;219.6;5.0;103.7;9.5
1513954800;5.8;5.7;231.7;-1.5;0.0;0.0
